event_type,customer_id,calendar_time,profit,loss
failure,73,1028.1455180137318,0.6557642089293377,-2.25
customer_arrival,74,1040.4555640315082,0.0,-0.24620092035552613
shutdown,74,1040.4555640315082,0.0,0.0
customer_arrival,74,1043.7085934287247,0.0,-0.06506058794433182
survival,74,1046.7305862886735,0.7309386026271913,0.0
customer_arrival,75,1050.4789817445778,0.0,-0.07496790911808733
survival,75,1053.8278908549719,0.5549366721331399,0.0
customer_arrival,76,1056.6161187023235,0.0,-0.055764556947031044
shutdown,76,1056.6161187023235,0.0,0.0
customer_arrival,76,1060.8943737602021,0.0,-0.08556510115757064
survival,76,1063.9109718826594,0.5809347327695112,0.0
customer_arrival,77,1073.4631958101222,0.0,-0.1910444785492586
shutdown,77,1073.4631958101222,0.0,0.0
customer_arrival,77,1073.6135158614798,0.0,-0.0030064010271522983
shutdown,77,1073.6135158614798,0.0,0.0
customer_arrival,77,1073.8395314371296,0.0,-0.004520311512998645
survival,77,1076.1507781137836,0.7080761756296494,0.0
customer_arrival,78,1077.4657615013487,0.0,-0.02629966775130202
survival,78,1084.3389703175274,0.7296483274359258,0.0
customer_arrival,79,1088.0275083459107,0.0,-0.07377076056766661
shutdown,79,1088.0275083459107,0.0,0.0
customer_arrival,79,1093.591902438872,0.0,-0.1112878818592261
survival,79,1096.5806860979555,0.6447760644584486,0.0
customer_arrival,80,1099.9035371176672,0.0,-0.06645702039423008
shutdown,80,1099.9035371176672,0.0,0.0
customer_arrival,80,1101.9673190558092,0.0,-0.041275638762838865
failure,80,1103.1411508038818,0.826123326397071,-2.25
customer_arrival,81,1115.3595640253918,0.0,-0.24436826443019974
shutdown,81,1115.3595640253918,0.0,0.0
customer_arrival,81,1116.754200086858,0.0,-0.027892721229321717
shutdown,81,1116.754200086858,0.0,0.0
customer_arrival,81,1121.4197458760534,0.0,-0.0933109157839088
shutdown,81,1121.4197458760534,0.0,0.0
customer_arrival,81,1121.5161075043534,0.0,-0.0019272325659996548
shutdown,81,1121.5161075043534,0.0,0.0
customer_arrival,81,1122.1098332351733,0.0,-0.011874514616395493
survival,81,1122.1411398812165,0.5419547016105144,0.0
customer_arrival,82,1122.5787850846812,0.0,-0.008752904069292309
failure,82,1127.8646874153198,0.7879258704910477,-2.25
customer_arrival,83,1133.46336122444,0.0,-0.11197347618240286
shutdown,83,1133.46336122444,0.0,0.0
customer_arrival,83,1137.4243145446367,0.0,-0.07921906640393407
survival,83,1141.819681379679,0.46255105037791644,0.0
customer_arrival,84,1143.6698868151957,0.0,-0.03700410871033662
survival,84,1150.1175668755952,0.6869483571439876,0.0
customer_arrival,85,1152.0755929528625,0.0,-0.03916052154534335
survival,85,1161.8553708622383,0.7293355978187033,0.0
customer_arrival,86,1163.854145568169,0.0,-0.03997549411861444
shutdown,86,1163.854145568169,0.0,0.0
customer_arrival,86,1175.7860492035895,0.0,-0.2386380727084071
survival,86,1179.1531244811285,0.43124517900656445,0.0
customer_arrival,87,1179.3315544936083,0.0,-0.0035686002495955295
survival,87,1180.6003767543439,0.4976948263979065,0.0
customer_arrival,88,1187.2707341995301,0.0,-0.1334071489037263
survival,88,1193.4133577616274,0.48865280511197273,0.0
customer_arrival,89,1199.6176684842865,0.0,-0.12408621445318237
survival,89,1201.7479740176154,0.44520177259078275,0.0
customer_arrival,90,1204.9379485276684,0.0,-0.06379949020105861
survival,90,1216.2592487363095,0.36993499990452405,0.0
customer_arrival,91,1216.8471706484072,0.0,-0.011758438241955363
survival,91,1227.9119152323685,0.3051842991121484,0.0
customer_arrival,92,1227.9229621033924,0.0,-0.0002209374204774059
survival,92,1230.009033282993,0.45627078589457837,0.0
customer_arrival,93,1231.5900639016913,0.0,-0.031620612373969216
failure,93,1238.543263620671,0.36653466621732134,-2.25
customer_arrival,94,1238.6515602595,0.0,-0.0021659327765788136
survival,94,1243.730800971386,0.5603195906554262,0.0
customer_arrival,95,1245.041428972355,0.0,-0.026212560019380896
shutdown,95,1245.041428972355,0.0,0.0
customer_arrival,95,1249.9386089924492,0.0,-0.09794360040188084
survival,95,1251.9008142256384,0.5008202359446379,0.0
customer_arrival,96,1252.6419585657056,0.0,-0.014822886801345555
survival,96,1257.7587794614255,0.4440545762164577,0.0
customer_arrival,97,1271.0612089568067,0.0,-0.2660485899076208
shutdown,97,1271.0612089568067,0.0,0.0
customer_arrival,97,1275.1317730329772,0.0,-0.08141128152341219
shutdown,97,1275.1317730329772,0.0,0.0
customer_arrival,97,1284.8566422154868,0.0,-0.1944973836501914
survival,97,1289.3824888236543,0.4675575236995251,0.0
customer_arrival,98,1293.3721552453567,0.0,-0.07979332843404818
shutdown,98,1293.3721552453567,0.0,0.0
customer_arrival,98,1303.8396089349917,0.0,-0.2093490737926998
survival,98,1321.2927089705868,0.856738725530945,0.0
customer_arrival,99,1331.0915897452426,0.0,-0.19597761549311402
survival,99,1337.6234408252772,0.38790165589660536,0.0
customer_arrival,100,1344.8100953418382,0.0,-0.14373309033121878
survival,100,1346.7799727264085,0.6902122668991804,0.0
customer_arrival,101,1348.5590120633549,0.0,-0.0355807867389291
survival,101,1358.435161196492,0.6179641506595053,0.0
customer_arrival,102,1359.3152314491442,0.0,-0.0176014050530485
shutdown,102,1359.3152314491442,0.0,0.0
customer_arrival,102,1371.9886932452396,0.0,-0.2534692359219051
survival,102,1395.040358261075,0.6562539948414129,0.0
customer_arrival,103,1406.9533153470784,0.0,-0.23825914172006818
failure,103,1409.7615285868299,0.47165866639231785,-2.25
customer_arrival,104,1413.31824587901,0.0,-0.07113434584360402
shutdown,104,1413.31824587901,0.0,0.0
customer_arrival,104,1414.3741697613093,0.0,-0.02111847764598762
survival,104,1417.3232916895563,0.6182039534876405,0.0
customer_arrival,105,1417.9454611643423,0.0,-0.01244338949571846
survival,105,1419.6546438531284,0.8605912628539871,0.0
customer_arrival,106,1422.5697033778124,0.0,-0.05830119049368209
shutdown,106,1422.5697033778124,0.0,0.0
customer_arrival,106,1423.5655951643441,0.0,-0.019917835730633084
shutdown,106,1423.5655951643441,0.0,0.0
customer_arrival,106,1424.6407065212438,0.0,-0.021502227137995204
survival,106,1425.692015722983,0.33268154019086327,0.0
customer_arrival,107,1431.0185930858274,0.0,-0.10653154725689262
survival,107,1434.5381877659381,0.8093029446255371,0.0
customer_arrival,108,1445.856784127829,0.0,-0.22637192723782107
shutdown,108,1445.856784127829,0.0,0.0
customer_arrival,108,1446.4532188635187,0.0,-0.01192869471379049
survival,108,1459.7199628414937,0.7582957875338405,0.0
customer_arrival,109,1461.611266468321,0.0,-0.03782607253654471
survival,109,1473.2071751303495,0.7716681618866134,0.0
customer_arrival,110,1474.1801445946862,0.0,-0.0194593892867374
shutdown,110,1474.1801445946862,0.0,0.0
customer_arrival,110,1488.0963713173728,0.0,-0.2783245344537317
survival,110,1491.2936349819456,0.46322445898040093,0.0
customer_arrival,111,1496.1700624783834,0.0,-0.09752854992875845
shutdown,111,1496.1700624783834,0.0,0.0
customer_arrival,111,1505.9491954016876,0.0,-0.19558265846608275
survival,111,1506.5601025585738,0.624641713869586,0.0
customer_arrival,112,1508.3625171521774,0.0,-0.0360482918720716
failure,112,1510.3071758230892,0.5370615931776084,-2.25
customer_arrival,113,1526.9101238468477,0.0,-0.3320589604751696
shutdown,113,1526.9101238468477,0.0,0.0
customer_arrival,113,1533.8500497836594,0.0,-0.1387985187362337
survival,113,1539.8096634034787,0.5661675557826561,0.0
customer_arrival,114,1540.2640119160283,0.0,-0.009086970250992801
shutdown,114,1540.2640119160283,0.0,0.0
customer_arrival,114,1549.9142415321328,0.0,-0.19300459232209263
shutdown,114,1549.9142415321328,0.0,0.0
customer_arrival,114,1553.1816195878207,0.0,-0.06534756111375797
shutdown,114,1553.1816195878207,0.0,0.0
customer_arrival,114,1553.2453344157534,0.0,-0.0012742965586554165
survival,114,1554.9174817780272,0.5731809976886172,0.0
customer_arrival,115,1564.5802033119335,0.0,-0.19325443067812414
survival,115,1570.5229398523466,0.4227708931915765,0.0
customer_arrival,116,1576.145797318945,0.0,-0.11245714933196711
shutdown,116,1576.145797318945,0.0,0.0
customer_arrival,116,1578.3522166487173,0.0,-0.044128386595447086
survival,116,1592.0882923686445,0.8387308624535978,0.0
customer_arrival,117,1601.0023412863538,0.0,-0.17828097835418757
shutdown,117,1601.0023412863538,0.0,0.0
customer_arrival,117,1602.9360624489038,0.0,-0.03867442325099877
survival,117,1604.852404700446,0.4683241451764787,0.0
customer_arrival,118,1613.3578157596562,0.0,-0.1701082211842072
survival,118,1613.4087813185915,0.49122899848574963,0.0
customer_arrival,119,1619.8240248688815,0.0,-0.12830487100579982
survival,119,1621.7911041457512,0.6395768568179114,0.0
customer_arrival,120,1628.9167897247307,0.0,-0.14251371157959133
survival,120,1630.3527684084434,0.44337770422613415,0.0
customer_arrival,121,1633.0395297869845,0.0,-0.053735227570821754
failure,121,1635.3315204194935,0.4971319082621808,-2.25
customer_arrival,122,1635.8313428599677,0.0,-0.009996448809485288
survival,122,1638.2437618354297,0.4160213727181533,0.0
customer_arrival,123,1638.511883321373,0.0,-0.00536242971886594
shutdown,123,1638.511883321373,0.0,0.0
customer_arrival,123,1640.8052562487703,0.0,-0.0458674585479435
shutdown,123,1640.8052562487703,0.0,0.0
customer_arrival,123,1647.5675194142968,0.0,-0.13524526331053044
survival,123,1647.6681556432768,0.1844235453185292,0.0
customer_arrival,124,1650.5811330005185,0.0,-0.05825954714483447
survival,124,1655.4915860747797,0.40186212090950346,0.0
customer_arrival,125,1661.0852480661208,0.0,-0.11187323982682174
shutdown,125,1661.0852480661208,0.0,0.0
customer_arrival,125,1673.7723940412525,0.0,-0.2537429195026334
shutdown,125,1673.7723940412525,0.0,0.0
customer_arrival,125,1679.0900819535048,0.0,-0.10635375824504494
shutdown,125,1679.0900819535048,0.0,0.0
customer_arrival,125,1680.4273595175337,0.0,-0.026745551280576915
shutdown,125,1680.4273595175337,0.0,0.0
customer_arrival,125,1681.015974702846,0.0,-0.011772303706245857
survival,125,1690.6512713597197,0.6014361915454078,0.0
customer_arrival,126,1693.2902770638125,0.0,-0.05278011408185751
survival,126,1694.7594081942066,0.6315312143716466,0.0
customer_arrival,127,1706.9904223247854,0.0,-0.2446202826115791
survival,127,1709.4024465409868,0.454373272774022,0.0
customer_arrival,128,1711.7748021951736,0.0,-0.04744711308373569
survival,128,1716.3748776964135,0.21995065912431186,0.0
customer_arrival,129,1721.7458947224932,0.0,-0.10742034052159548
survival,129,1725.5555166761474,0.3428352794380662,0.0
customer_arrival,130,1737.4587882514131,0.0,-0.23806543150531376
survival,130,1737.8428027717978,0.3230841673527766,0.0
customer_arrival,131,1738.5296001771032,0.0,-0.0137359481061087
failure,131,1738.88689340284,0.5503432558068017,-2.25
customer_arrival,132,1741.5192735869919,0.0,-0.052647603683034526
shutdown,132,1741.5192735869919,0.0,0.0
customer_arrival,132,1754.9526143832124,0.0,-0.2686668159244139
shutdown,132,1754.9526143832124,0.0,0.0
customer_arrival,132,1755.8279209269974,0.0,-0.017506130875701287
survival,132,1759.3172358194868,0.6384852169998267,0.0
customer_arrival,133,1761.9339099893355,0.0,-0.05233348339697606
survival,133,1762.6474008433802,0.6395237885867553,0.0
customer_arrival,134,1768.4239937174157,0.0,-0.11553185748071033
survival,134,1772.0602227252296,0.7140192303572448,0.0
customer_arrival,135,1777.7295472821233,0.0,-0.11338649113787604
survival,135,1784.461768638776,0.8254778407668103,0.0
customer_arrival,136,1791.6175120868456,0.0,-0.14311486896139494
shutdown,136,1791.6175120868456,0.0,0.0
customer_arrival,136,1792.7602259845148,0.0,-0.022854277953384145
shutdown,136,1792.7602259845148,0.0,0.0
customer_arrival,136,1797.8619501117353,0.0,-0.10203448254440739
survival,136,1798.8426412084796,0.6975678265148365,0.0
customer_arrival,137,1799.7745777956818,0.0,-0.018638731744047145
survival,137,1803.555088179532,0.3969108616252981,0.0
customer_arrival,138,1804.3687326150953,0.0,-0.0162728887112656
survival,138,1808.2828334764579,0.7208471932095877,0.0
customer_arrival,139,1810.9275617797985,0.0,-0.052894566066809555
survival,139,1817.3324297659049,0.7327863905343434,0.0
customer_arrival,140,1827.9121857789921,0.0,-0.2115951202617472
survival,140,1829.3172178850052,0.8551890318422322,0.0
customer_arrival,141,1830.945849874437,0.0,-0.032572639788636844
failure,141,1834.0832648914818,0.5476594756605647,-2.25
customer_arrival,142,1841.7945888125394,0.0,-0.15422647842114978
survival,142,1844.9789676042367,0.43632111249674144,0.0
customer_arrival,143,1855.3590715041948,0.0,-0.20760207799916316
shutdown,143,1855.3590715041948,0.0,0.0
