event_type,customer_id,calendar_time,profit,loss,net_profit,cumulative_net_profit
survival,37,521.242304522207,0.6858474829919341,0.0,0.6858474829919341,7.165129962544307
customer_arrival,38,522.2987368853771,0.0,-0.0211286472634036,-0.0211286472634036,7.144001315280903
survival,38,540.5170711133601,0.34258688347881683,0.0,0.34258688347881683,7.48658819875972
customer_arrival,39,545.0995814289355,0.0,-0.09165020631150822,-0.09165020631150822,7.394937992448212
survival,39,591.8403114979637,0.6094754020072006,0.0,0.6094754020072006,8.004413394455412
customer_arrival,40,599.4882819975264,0.0,-0.1529594099912539,-0.1529594099912539,7.8514539844641575
survival,40,600.7328004297129,0.721512161177058,0.0,0.721512161177058,8.572966145641216
customer_arrival,41,616.086094218347,0.0,-0.30706587577268046,-0.30706587577268046,8.265900269868535
survival,41,618.7912984511948,0.8250094432878821,0.0,0.8250094432878821,9.090909713156417
customer_arrival,42,620.321776525688,0.0,-0.03060956148986425,-0.03060956148986425,9.060300151666553
failure,42,623.0462546665158,0.8182862232516697,-2.25,-1.4317137767483303,7.628586374918223
customer_arrival,43,626.6509960958532,0.0,-0.07209482858674746,-0.07209482858674746,7.5564915463314755
survival,43,637.5785899664953,0.5127249399035976,0.0,0.5127249399035976,8.069216486235073
customer_arrival,44,641.8406545298074,0.0,-0.08524129126624189,-0.08524129126624189,7.9839751949688305
survival,44,643.2219167684749,0.5187953375013126,0.0,0.5187953375013126,8.502770532470143
customer_arrival,45,648.4115975144801,0.0,-0.1037936149201043,-0.1037936149201043,8.398976917550039
survival,45,677.7427725482921,0.4312734368673591,0.0,0.4312734368673591,8.830250354417398
customer_arrival,46,682.7351195966204,0.0,-0.09984694096656477,-0.09984694096656477,8.730403413450833
survival,46,689.8784166631515,0.33670368478914425,0.0,0.33670368478914425,9.067107098239978
customer_arrival,47,699.7737243626361,0.0,-0.19790615398969266,-0.19790615398969266,8.869200944250286
survival,47,701.9399056091388,0.47795169201249066,0.0,0.47795169201249066,9.347152636262777
customer_arrival,48,707.1440315523797,0.0,-0.10408251886481817,-0.10408251886481817,9.24307011739796
survival,48,734.7597437916854,0.40829277437934675,0.0,0.40829277437934675,9.651362891777307
customer_arrival,49,735.3988929152765,0.0,-0.012782982471822902,-0.012782982471822902,9.638579909305484
failure,49,752.3681709519968,0.6070477595251872,-2.25,-1.6429522404748127,7.9956276688306716
customer_arrival,50,754.6651760943146,0.0,-0.04594010284635457,-0.04594010284635457,7.949687565984317
survival,50,773.385737230383,0.44485262819102434,0.0,0.44485262819102434,8.394540194175342
customer_arrival,51,782.7068628967725,0.0,-0.18642251332778798,-0.18642251332778798,8.208117680847554
survival,51,799.0344839855937,0.4408490030594918,0.0,0.4408490030594918,8.648966683907046
customer_arrival,52,817.5124374553758,0.0,-0.36955906939564037,-0.36955906939564037,8.279407614511406
survival,52,828.5148608698344,0.5060602485468836,0.0,0.5060602485468836,8.78546786305829
customer_arrival,53,829.5526342948751,0.0,-0.020755468500815374,-0.020755468500815374,8.764712394557474
survival,53,837.9306862551194,0.606042812796457,0.0,0.606042812796457,9.37075520735393
customer_arrival,54,840.7768471485527,0.0,-0.056923217868666456,-0.056923217868666456,9.313831989485264
survival,54,854.5037632973746,0.6832109804305777,0.0,0.6832109804305777,9.997042969915842
customer_arrival,55,862.160266433063,0.0,-0.15313006271376942,-0.15313006271376942,9.843912907202073
failure,55,865.7782635411085,0.27131458620855275,-2.25,-1.9786854137914474,7.865227493410625
customer_arrival,56,872.1342505551381,0.0,-0.12711974028059267,-0.12711974028059267,7.738107753130032
survival,56,874.300223001608,0.5030288518244085,0.0,0.5030288518244085,8.241136604954441
customer_arrival,57,874.3175893255947,0.0,-0.00034732647973356013,-0.00034732647973356013,8.240789278474708
survival,57,876.8180511588026,0.6686585153519125,0.0,0.6686585153519125,8.90944779382662
customer_arrival,58,878.0726237023061,0.0,-0.02509145087007019,-0.02509145087007019,8.88435634295655
survival,58,898.7241663985875,0.5395645621821781,0.0,0.5395645621821781,9.42392090513873
customer_arrival,59,903.3445243631242,0.0,-0.09240715929073252,-0.09240715929073252,9.331513745847996
failure,59,910.1560682566504,0.4769719057123759,-2.25,-1.773028094287624,7.558485651560372
customer_arrival,60,915.415988359958,0.0,-0.10519840206615172,-0.10519840206615172,7.45328724949422
survival,60,917.7427919042896,0.5946751186717875,0.0,0.5946751186717875,8.047962368166008
customer_arrival,61,923.4065544819257,0.0,-0.1132752515527229,-0.1132752515527229,7.934687116613285
survival,61,961.6018860165822,0.29585848322489827,0.0,0.29585848322489827,8.230545599838184
customer_arrival,62,961.7738185561245,0.0,-0.0034386507908468035,-0.0034386507908468035,8.227106949047338
survival,62,978.2357181832657,0.6906792251496963,0.0,0.6906792251496963,8.917786174197033
customer_arrival,63,986.0703841542319,0.0,-0.15669331941932385,-0.15669331941932385,8.76109285477771
survival,63,987.3931250586671,0.4515138724466816,0.0,0.4515138724466816,9.212606727224392
customer_arrival,64,987.5944597816834,0.0,-0.004026694460325542,-0.004026694460325542,9.208580032764067
survival,64,987.9538595225321,0.4241959912599813,0.0,0.4241959912599813,9.632776024024048
customer_arrival,65,999.1660906031964,0.0,-0.22424462161328712,-0.22424462161328712,9.40853140241076
survival,65,1009.1140783446895,0.6421555548992179,0.0,0.6421555548992179,10.050686957309978
customer_arrival,66,1013.2703607874575,0.0,-0.08312564885536283,-0.08312564885536283,9.967561308454615
failure,66,1014.7582701942003,0.8104582069732005,-2.25,-1.4395417930267995,8.528019515427815
customer_arrival,67,1020.8013050073733,0.0,-0.12086069626345937,-0.12086069626345937,8.407158819164355
survival,67,1023.7944101574398,0.5493672979788644,0.0,0.5493672979788644,8.95652611714322
customer_arrival,68,1024.0978425895264,0.0,-0.006068648641733444,-0.006068648641733444,8.950457468501487
survival,68,1027.3712332222665,0.6844619288745256,0.0,0.6844619288745256,9.634919397376013
customer_arrival,69,1027.8589679894437,0.0,-0.009754695343546166,-0.009754695343546166,9.625164702032468
survival,69,1028.6390493908077,0.4194408681652211,0.0,0.4194408681652211,10.044605570197689
customer_arrival,70,1035.745545360218,0.0,-0.14212991938820896,-0.14212991938820896,9.90247565080948
survival,70,1037.8921770822171,0.7084911782835743,0.0,0.7084911782835743,10.610966829093055
customer_arrival,71,1045.9882060384402,0.0,-0.16192057912446417,-0.16192057912446417,10.44904624996859
failure,71,1048.6750680162093,0.46788619152630667,-2.25,-1.7821138084736934,8.666932441494897
customer_arrival,72,1059.2052983079773,0.0,-0.21060460583536034,-0.21060460583536034,8.456327835659536
survival,72,1060.758474857811,0.1872468947995213,0.0,0.1872468947995213,8.643574730459058
customer_arrival,73,1067.7364366849265,0.0,-0.1395592365423112,-0.1395592365423112,8.504015493916746
survival,73,1094.0439333343863,0.4882740966059288,0.0,0.4882740966059288,8.992289590522676
customer_arrival,74,1094.695228746185,0.0,-0.013025908235974534,-0.013025908235974534,8.979263682286701
survival,74,1132.8123980196683,0.5869799570619494,0.0,0.5869799570619494,9.56624363934865
customer_arrival,75,1135.7113177381862,0.0,-0.057978394370355305,-0.057978394370355305,9.508265244978295
survival,75,1138.1809179889399,0.8442974921321155,0.0,0.8442974921321155,10.35256273711041
customer_arrival,76,1139.3818829218035,0.0,-0.02401929865727108,-0.02401929865727108,10.32854343845314
survival,76,1141.6748611308992,0.8098126020103487,0.0,0.8098126020103487,11.138356040463488
customer_arrival,77,1145.0612404098954,0.0,-0.06772758557992188,-0.06772758557992188,11.070628454883567
survival,77,1146.0454280291342,0.8963112740782831,0.0,0.8963112740782831,11.966939728961849
customer_arrival,78,1156.812866233873,0.0,-0.21534876409477405,-0.21534876409477405,11.751590964867075
survival,78,1171.460359312393,0.6633019274538517,0.0,0.6633019274538517,12.414892892320927
customer_arrival,79,1187.3617722644794,0.0,-0.31802825904173176,-0.31802825904173176,12.096864633279194
failure,79,1198.391674302956,0.3831326302825025,-2.25,-1.8668673697174976,10.229997263561696
customer_arrival,80,1200.495465856037,0.0,-0.04207583106162065,-0.04207583106162065,10.187921432500076
failure,80,1207.4333095521572,0.6959980976974695,-2.25,-1.5540019023025304,8.633919530197545
customer_arrival,81,1208.6079184793975,0.0,-0.02349217854480701,-0.02349217854480701,8.610427351652739
survival,81,1215.8031875907263,0.6122815469018209,0.0,0.6122815469018209,9.22270889855456
customer_arrival,82,1217.990494064307,0.0,-0.043746129471615276,-0.043746129471615276,9.178962769082943
survival,82,1238.53063775744,0.730373672135612,0.0,0.730373672135612,9.909336441218555
customer_arrival,83,1257.927948556518,0.0,-0.38794621598156,-0.38794621598156,9.521390225236996
survival,83,1290.0348514236962,0.41411190224632594,0.0,0.41411190224632594,9.935502127483321
customer_arrival,84,1301.9872776539194,0.0,-0.2390485246044619,-0.2390485246044619,9.69645360287886
failure,84,1308.7891935143996,0.8254702327612651,-2.25,-1.424529767238735,8.271923835640125
customer_arrival,85,1308.84141057858,0.0,-0.0010443412836078248,-0.0010443412836078248,8.270879494356517
survival,85,1310.6403157581376,0.7111124934564346,0.0,0.7111124934564346,8.981991987812952
customer_arrival,86,1313.093389535427,0.0,-0.04906147554578811,-0.04906147554578811,8.932930512267165
survival,86,1317.5852369721028,0.736453408216461,0.0,0.736453408216461,9.669383920483625
customer_arrival,87,1319.3369393097194,0.0,-0.035034046752330454,-0.035034046752330454,9.634349873731296
survival,87,1323.9033414314797,0.4266001794041362,0.0,0.4266001794041362,10.060950053135432
customer_arrival,88,1324.2066720601233,0.0,-0.006066612572873098,-0.006066612572873098,10.05488344056256
survival,88,1327.044013445492,0.5078222505636751,0.0,0.5078222505636751,10.562705691126235
customer_arrival,89,1346.122998117231,0.0,-0.3815796934347786,-0.3815796934347786,10.181125997691456
survival,89,1347.1735993505467,0.29327856508813355,0.0,0.29327856508813355,10.47440456277959
customer_arrival,90,1355.2308371443853,0.0,-0.16114475587677082,-0.16114475587677082,10.313259806902819
survival,90,1381.111689013949,0.6757602859508444,0.0,0.6757602859508444,10.989020092853663
customer_arrival,91,1381.708597399869,0.0,-0.011938167718399145,-0.011938167718399145,10.977081925135263
failure,91,1388.3807354971495,0.6896815344811744,-2.25,-1.5603184655188256,9.416763459616437
customer_arrival,92,1408.1564874272258,0.0,-0.39551503860152537,-0.39551503860152537,9.021248421014912
survival,92,1408.9913675985936,0.7448878793411204,0.0,0.7448878793411204,9.766136300356033
customer_arrival,93,1409.396525903326,0.0,-0.008103166094647006,-0.008103166094647006,9.758033134261385
survival,93,1414.9749975330772,0.7753581259878053,0.0,0.7753581259878053,10.533391260249191
customer_arrival,94,1416.09533002461,0.0,-0.02240664983065315,-0.02240664983065315,10.510984610418538
survival,94,1416.9814211603207,0.6523843024357114,0.0,0.6523843024357114,11.16336891285425
customer_arrival,95,1422.3779051970735,0.0,-0.1079296807350556,-0.1079296807350556,11.055439232119193
survival,95,1422.9307196391746,0.5758702572617007,0.0,0.5758702572617007,11.631309489380893
customer_arrival,96,1425.6269790358626,0.0,-0.05392518793375954,-0.05392518793375954,11.577384301447134
survival,96,1441.4208575519376,0.3356687726006482,0.0,0.3356687726006482,11.913053074047783
customer_arrival,97,1445.0797362091118,0.0,-0.0731775731434837,-0.0731775731434837,11.839875500904299
survival,97,1470.097598913799,0.6565015991624976,0.0,0.6565015991624976,12.496377100066796
customer_arrival,98,1470.2430733243148,0.0,-0.0029094882103154634,-0.0029094882103154634,12.493467611856481
survival,98,1470.7363367402625,0.5118213459904479,0.0,0.5118213459904479,13.005288957846929
customer_arrival,99,1480.8079971100346,0.0,-0.20143320739544607,-0.20143320739544607,12.803855750451483
failure,99,1485.1198000724344,0.6911115705127189,-2.25,-1.5588884294872811,11.244967320964202
customer_arrival,100,1485.7487809620363,0.0,-0.01257961779203959,-0.01257961779203959,11.232387703172162
survival,100,1491.791632772747,0.6093949423944889,0.0,0.6093949423944889,11.841782645566651
customer_arrival,101,1497.1332356550377,0.0,-0.10683205764581175,-0.10683205764581175,11.734950587920839
survival,101,1518.4871882065142,0.25155732521801305,0.0,0.25155732521801305,11.986507913138851
customer_arrival,102,1532.034157869539,0.0,-0.27093939326049604,-0.27093939326049604,11.715568519878355
survival,102,1537.2835840951798,0.6379660545141709,0.0,0.6379660545141709,12.353534574392526
customer_arrival,103,1543.9604965856201,0.0,-0.1335382498088086,-0.1335382498088086,12.219996324583718
survival,103,1548.5691171756491,0.34171743851093034,0.0,0.34171743851093034,12.561713763094648
customer_arrival,104,1561.3684157195444,0.0,-0.2559859708779066,-0.2559859708779066,12.305727792216741
survival,104,1569.8844403177582,0.8121819294120514,0.0,0.8121819294120514,13.117909721628793
customer_arrival,105,1579.147869477318,0.0,-0.1852685831911939,-0.1852685831911939,12.9326411384376
survival,105,1589.417038422126,0.7978206168284943,0.0,0.7978206168284943,13.730461755266093
customer_arrival,106,1593.4566824993838,0.0,-0.08079288154515535,-0.08079288154515535,13.649668873720938
failure,106,1611.615562587656,0.6260585723329781,-2.25,-1.6239414276670219,12.025727446053915
customer_arrival,107,1618.4486445535906,0.0,-0.13666163931868955,-0.13666163931868955,11.889065806735227
survival,107,1660.2207987499796,0.4823883602799638,0.0,0.4823883602799638,12.371454167015191
customer_arrival,108,1661.1810532444915,0.0,-0.019205089890237094,-0.019205089890237094,12.352249077124954
survival,108,1669.5996754221048,0.39449653602814533,0.0,0.39449653602814533,12.746745613153099
customer_arrival,109,1674.8555828844032,0.0,-0.10511814924596916,-0.10511814924596916,12.64162746390713
survival,109,1684.3281527579254,0.3673701656646062,0.0,0.3673701656646062,13.008997629571736
customer_arrival,110,1685.654109909974,0.0,-0.02651914304097419,-0.02651914304097419,12.982478486530761
survival,110,1717.4456025022414,0.3004071385819928,0.0,0.3004071385819928,13.282885625112753
customer_arrival,111,1727.4762252852477,0.0,-0.20061245566012648,-0.20061245566012648,13.082273169452627
survival,111,1732.0493537530242,0.6791036080137791,0.0,0.6791036080137791,13.761376777466406
customer_arrival,112,1736.4614920215276,0.0,-0.08824276537006932,-0.08824276537006932,13.673134012096337
survival,112,1743.5521571408308,0.5104858903976066,0.0,0.5104858903976066,14.183619902493945
customer_arrival,113,1749.368142094212,0.0,-0.1163196990676283,-0.1163196990676283,14.067300203426317
failure,113,1771.8457883433714,0.7404002671019845,-2.25,-1.5095997328980155,12.557700470528301
customer_arrival,114,1776.5426986006826,0.0,-0.09393820514622159,-0.09393820514622159,12.46376226538208
survival,114,1777.509469991796,0.6590180328475526,0.0,0.6590180328475526,13.122780298229632
customer_arrival,115,1779.750171717195,0.0,-0.04481403450797837,-0.04481403450797837,13.077966263721654
survival,115,1786.177261850556,0.547859738872183,0.0,0.547859738872183,13.625826002593838
customer_arrival,116,1787.6284577331928,0.0,-0.02902391765273377,-0.02902391765273377,13.596802084941105
survival,116,1792.456246354399,0.29885147127632006,0.0,0.29885147127632006,13.895653556217425
customer_arrival,117,1797.492552275486,0.0,-0.10072611842174407,-0.10072611842174407,13.794927437795682
survival,117,1803.3013308936497,0.7102370551271974,0.0,0.7102370551271974,14.50516449292288
customer_arrival,118,1803.4742030914902,0.0,-0.0034574439568109045,-0.0034574439568109045,14.50170704896607
survival,118,1809.6072344459074,0.4372683721338744,0.0,0.4372683721338744,14.938975421099943
customer_arrival,119,1817.5880484795832,0.0,-0.15961628067351533,-0.15961628067351533,14.779359140426427
survival,119,1820.0003709615103,0.3712583584084546,0.0,0.3712583584084546,15.150617498834881
customer_arrival,120,1821.6798902980236,0.0,-0.03359038673026814,-0.03359038673026814,15.117027112104614
survival,120,1847.1747002350423,0.6855292284877498,0.0,0.6855292284877498,15.802556340592364
customer_arrival,121,1847.8439320255945,0.0,-0.013384635811044052,-0.013384635811044052,15.789171704781321
survival,121,1850.0517524498703,0.4253598045176316,0.0,0.4253598045176316,16.214531509298954
customer_arrival,122,1864.4782008422644,0.0,-0.288528967847885,-0.288528967847885,15.92600254145107
failure,122,1873.623014612613,0.5644343650632846,-2.25,-1.6855656349367154,14.240436906514354
customer_arrival,123,1882.5308296042288,0.0,-0.1781562998323184,-0.1781562998323184,14.062280606682036
survival,123,1893.707116681943,0.35300993902187083,0.0,0.35300993902187083,14.415290545703906
customer_arrival,124,1902.4776998839914,0.0,-0.17541166404096462,-0.17541166404096462,14.239878881662941
survival,124,1906.6010425607567,0.3089959733680665,0.0,0.3089959733680665,14.548874855031007
customer_arrival,125,1916.800695074147,0.0,-0.20399305026780595,-0.20399305026780595,14.344881804763201
survival,125,1928.972440205823,0.2798754790158174,0.0,0.2798754790158174,14.624757283779019
customer_arrival,126,1929.4352302897228,0.0,-0.009255801677996733,-0.009255801677996733,14.615501482101022
survival,126,1929.666929718471,0.496156448005606,0.0,0.496156448005606,15.111657930106627
customer_arrival,127,1931.3921561043392,0.0,-0.03450452771736451,-0.03450452771736451,15.077153402389262
survival,127,1935.3540773410875,0.6131370622138307,0.0,0.6131370622138307,15.690290464603093
customer_arrival,128,1937.83946297243,0.0,-0.04970771262684941,-0.04970771262684941,15.640582751976243
failure,128,1940.2030798413027,0.35515362091614633,-2.25,-1.8948463790838537,13.74573637289239
customer_arrival,129,1941.1876466398908,0.0,-0.019691335971759396,-0.019691335971759396,13.726045036920631
survival,129,1947.1324046343982,0.5232407460893177,0.0,0.5232407460893177,14.249285783009949
customer_arrival,130,1955.3798835887712,0.0,-0.16494957908746213,-0.16494957908746213,14.084336203922486
survival,130,1960.6033767959614,0.7320472239976519,0.0,0.7320472239976519,14.816383427920139
customer_arrival,131,1964.5232420526456,0.0,-0.07839730513368734,-0.07839730513368734,14.73798612278645
survival,131,1966.821330589678,0.8264445440528212,0.0,0.8264445440528212,15.564430666839272
customer_arrival,132,1972.0497611798353,0.0,-0.10456861180314675,-0.10456861180314675,15.459862055036124
survival,132,1973.5848077744756,0.5723174089086732,0.0,0.5723174089086732,16.032179463944797
customer_arrival,133,1979.8521353737967,0.0,-0.12534655198642417,-0.12534655198642417,15.906832911958372
survival,133,1985.163952326887,0.46841959142112305,0.0,0.46841959142112305,16.375252503379496
customer_arrival,134,1986.1488231373712,0.0,-0.019697416209683342,-0.019697416209683342,16.35555508716981
survival,134,2002.2680167158546,0.7480134840815129,0.0,0.7480134840815129,17.103568571251323
customer_arrival,135,2005.743541594338,0.0,-0.06951049756966866,-0.06951049756966866,17.034058073681653
survival,135,2010.0122538343344,0.5867061384070441,0.0,0.5867061384070441,17.620764212088698
customer_arrival,136,2023.536014154089,0.0,-0.2704752063950896,-0.2704752063950896,17.350289005693607
failure,136,2024.4215244375177,0.5733798114652184,-2.25,-1.6766201885347816,15.673668817158825
customer_arrival,137,2037.5240885797227,0.0,-0.26205128284410156,-0.26205128284410156,15.411617534314724
survival,137,2070.013074546252,0.8167217721870209,0.0,0.8167217721870209,16.228339306501745
customer_arrival,138,2070.175763029927,0.0,-0.0032537696735030312,-0.0032537696735030312,16.225085536828242
survival,138,2081.9633890280084,0.30587864033305967,0.0,0.30587864033305967,16.5309641771613
customer_arrival,139,2097.937336616693,0.0,-0.3194789517736917,-0.3194789517736917,16.21148522538761
survival,139,2110.549658688118,0.32961648154649137,0.0,0.32961648154649137,16.5411017069341
customer_arrival,140,2112.584127134854,0.0,-0.040689368934721845,-0.040689368934721845,16.50041233799938
survival,140,2114.227916161412,0.5007076398447043,0.0,0.5007076398447043,17.001119977844084
customer_arrival,141,2114.717471771682,0.0,-0.009791112205406655,-0.009791112205406655,16.99132886563868
survival,141,2121.1913536763004,0.5236806083923463,0.0,0.5236806083923463,17.515009474031025
customer_arrival,142,2126.5214792054385,0.0,-0.10660251058276422,-0.10660251058276422,17.40840696344826
survival,142,2144.060728493432,0.3609239108458441,0.0,0.3609239108458441,17.769330874294106
customer_arrival,143,2146.377980025685,0.0,-0.046345030645051785,-0.046345030645051785,17.722985843649052
survival,143,2168.9688718042685,0.3820879691944313,0.0,0.3820879691944313,18.105073812843482
customer_arrival,144,2183.585322022063,0.0,-0.2923290043558878,-0.2923290043558878,17.812744808487594
survival,144,2230.0127221274884,0.617271086496602,0.0,0.617271086496602,18.430015894984194
customer_arrival,145,2230.3932520740304,0.0,-0.007610598930837497,-0.007610598930837497,18.422405296053356
survival,145,2233.694331146021,0.6547276118248524,0.0,0.6547276118248524,19.07713290787821
customer_arrival,146,2245.683482270187,0.0,-0.23978302248332145,-0.23978302248332145,18.837349885394886
failure,146,2247.483367595988,0.7306210401998092,-2.25,-1.5193789598001908,17.317970925594697
customer_arrival,147,2250.228390446867,0.0,-0.054900457017572714,-0.054900457017572714,17.263070468577123
survival,147,2250.89231580968,0.5456648043733274,0.0,0.5456648043733274,17.80873527295045
customer_arrival,148,2252.435929240179,0.0,-0.030872268609978316,-0.030872268609978316,17.77786300434047
survival,148,2254.4188100061697,0.893194278316678,0.0,0.893194278316678,18.67105728265715
customer_arrival,149,2256.8620108164505,0.0,-0.04886401620561417,-0.04886401620561417,18.622193266451536
survival,149,2262.968036786811,0.32336823834632067,0.0,0.32336823834632067,18.945561504797855
